,Job Title,Company,Date Posted,Post Link,Description
77,Urgent! Java Backend Engineer  x 3 : Remote/Ireland,FRS Recruitment,Updated 30/04/2022,https://www.irishjobs.ie/Jobs/Urgent-Java-Backend-Engineer-x-8772137.aspx,"Develop and trouble shoot distributed applications in Java, Python and Scala * Proven track record with some of the following; Java, Python, OOAD, Linux, Docker - Java Python Scala Kafka - Urgent! Java Backend Engineer x 3 : Remote/Ireland I am partnering with this awesome SaaS company who are are the forefront of their market-space."
78,Quantitative Investment Analyst,Archer Recruitment,Updated 10/05/2022,https://www.irishjobs.ie/Jobs/Quantitative-Investment-Analyst-8784002.aspx,"Modelling experience (ideally using Python) Python Modelling Reporting - Exciting role for a Quantitative Analyst - Exciting role for a Quantitative Analyst or Data Analyst who is passionate about both quantitative modelling, and the investments domain. This is a newly created role within a team of sharp, high calibre quantitative analysts."
79,Software Developer (Node.js),EOLAS – IT RECRUITMENT SPECIALISTS JOBS,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Software-Developer-Node-js-8781711.aspx,Python. My Dublin based client is recruiting for an Software Developer to join the team on a perm basis. This role will be remote working initially with a - This role will be remote working initially with a Hybrid model after that. This role will involve both frontend using JQuery / Vue and backend with Node.js.
80,STEM Teacher Internship,Xilinx part of AMD,Updated 10/05/2022,https://www.irishjobs.ie/Jobs/STEM-Teacher-Internship-8776243.aspx,"An introduction to basic computer programming, using Python or another suitable language - What you do at AMD changes everything At AMD, we push the boundaries of what is possible. We believe in changing the world for the better by driving - What you do at AMD changes everything - At AMD, we push the boundaries of what is possible."
81,Data Analyst,Reperio Human Capital Ltd,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/Data-Analyst-8782540.aspx,"Be highly proficient in SQL, R and Python as well as other data mining languages - Salary- My client, a large export business, are interested in hiring an experienced data analyst with around 3-5 years of relevant professional experience. * Be able to improve current processes * Use all available data sets in order to solve issues * Process sensitive data"
82,Senior Software Developer - Service Mesh (Venice),Workday,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/Senior-Software-Developer-Service-Mesh-8782118.aspx,"Proficient in at least one of the following languages: Ruby, Go, or Python. Do what you love. Love what you do. At Workday, we help the world's largest organizations adapt to what's next by bringing finance, HR, and planning"
83,Senior Data Engineer - AWS,Archer Recruitment,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/Senior-Data-Engineer-AWS-8779569.aspx,"Experience building AWS data analytic platforms, in particular strong experience in Data Warehousing based on AWS, Big Data tools such as Databricks/Spark/PySpark and programming in Python would be an advantage. * Strong Python skills - Exciting opportunity for an experienced Data Engineer to take the lead a green field Analytics and Data Science Projects."
84,Cyber Security Engineer,Reperio Human Capital Ltd,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/Cyber-Security-Engineer-8782527.aspx,"Programming language favourable (Python, Java or C#) ISO27001 NIST Cyber Security Python Java - I am currently working with a client looking for a Cyber Security Engineer to implement cyber security standards in telecoms company in Ireland. The role is a 6 month contract with competitive daily rate. Skills * Knowledge of security frameworks (ISO27001, NIST or CIS)"
85,UI Web Developer,Red Chair Recruitment,Updated 10/05/2022,https://www.irishjobs.ie/Jobs/UI-Web-Developer-8779897.aspx,"These services are implemented with different technologies C ++, Python, Java, Javascript.... Our Client is a Global Technology Company with a central Dublin base The Client platform is a software platform made up of several services which - Our Client is a Global Technology Company with a central Dublin base"
86,Senior Azure Data Engineer,EOLAS – IT RECRUITMENT SPECIALISTS JOBS,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/Senior-Azure-Data-Engineer-8780020.aspx,Python My Dublin-based client has a brand-new opportunity for a Senior Azure Data Engineer to join their expanding team. This is an excellent opportunity to - This is an excellent opportunity to work with the latest cloud-based technologies within a leading organisation that has an excellent reputation in the Irish market. Job Responsibilities
87,Network Automation Engineer,Hamilton Barnes,Updated 07/05/2022,https://www.irishjobs.ie/Jobs/Network-Automation-Engineer-8774285.aspx,Python and Ansible experience - The client are a global provider of payments and financial services technology solutions. Whether the customer wants to process in-house or take
88,Senior Platform Engineer – Dublin/Remote Hybrid – Software,IT Search,Updated 29/04/2022,https://www.irishjobs.ie/Jobs/Senior-Platform-Engineer-Dublin-Remote-8778554.aspx,"Cloud development, e.g. Python, Golang etc - Platform Kubernetes Terraform Scripting Python Our client is a multinational leader in Software Consultancy within the IoT and global transportation and energy sectors, providing deep technological solutions for complex industries."
89,Senior Software Engineer,Parker Stewart,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Senior-Software-Engineer-8773058.aspx,"Good experience in at least one system scripting language like Ruby, Bash/Unix shell, PowerShell, Python, Perl, Groovy or similar. Do you want to work for a company that provides an industry-leading, cloud web and mobile testing platform that enables developers to test their websites and apps on different operating systems and mobile devices?"
90,"BI Reporting Developer (SQL, Tableau, AWS)",REALTIME recruitment,Updated 29/04/2022,https://www.irishjobs.ie/Jobs/BI-Reporting-Developer-SQL-Tableau-8778886.aspx,Good command of Python “Don’t pick a job with great vacation time. Pick one that doesn’t need escaping from” BI Reporting Developer required in a fast-paced environment - Pick one that doesn’t need escaping from”
91,Infrastructure Cloud Engineer,Workday,Updated 09/05/2022,https://www.irishjobs.ie/Jobs/Infrastructure-Cloud-Engineer-8783613.aspx,"3+ years shown ability in one of the following functional languages: Ruby, Go, or Python Do what you love. Love what you do. At Workday, we help the world's largest organizations adapt to what's next by bringing finance, HR, and planning"
92,Senior Big Data Engineer,Bank of Ireland Group,Updated 09/05/2022,https://www.irishjobs.ie/Jobs/Senior-Big-Data-Engineer-8772594.aspx,"As Big Data Engineer, you'll play a senior role in developing one of the most advanced Big Data platforms in the industry (Cloudera), programming in Python and utilising a number of other tools to build data feature pipelines, including Spark, Kafka & Impala. * Experience in writing high-performance, enterprise-quality code in python/Java."
93,Full Stack Software Engineers - Remote in Ireland,Stelfox,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/Full-Stack-Software-Engineers-Remote-8773556.aspx,"Here you will be working as a Full Stack Engineer mainly with Python, Django, TypeScript, Kubernetes, and a little bit of Scala. * Solid knowledge of a back-end language (e.g) Java, Python, Scala, Python, C#, Golang, C++, etc"
94,Software Engineer,PE Global,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Software-Engineer-8781416.aspx,"Experience with C, C++, Bash, Python, and Go - Linux Python C++ SATA SPI - PE Global is currently recruiting for a Software Engineer for a Fortune 500 US Technology company with a hub in Cork. This is a permanent role with - This is a permanent role with the opportunity to work fully remotely. Job Summary"
95,Senior Java Developer,Harvey Nash,Updated 07/05/2022,https://www.irishjobs.ie/Jobs/Senior-Java-Developer-8774641.aspx,Python experience an added bonus - Role: Senior Java Developer Location: Dublin Duration: Permanent (Full Time) java Harvey Nash are partnered with a leading organisation that powers - Role: Senior Java Developer - Location: Dublin - Duration: Permanent (Full Time) java
96,Senior Data Analyst,Reperio Human Capital Ltd,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Senior-Data-Analyst-8781792.aspx,"Strong background in Python Semior Data Analyst SQL Python PowerBI Tableau - Salary: 65-80,000 dependent on experience - My client, a large multinational company, are looking to recruit a senior data analyst with at least 5 years of professional experience. 1. Maintain updates between modelling team and product owners."
97,Senior Software Engineer,Harvey Nash,Updated 27/04/2022,https://www.irishjobs.ie/Jobs/Senior-Software-Engineer-8777745.aspx,"Working knowledge with some of the following is a bonus: AWS, S3, Python, Lambda development, REST APIs, Terraform **Remote Working** The Company - Our multinational financial investment client requires a Senior Software Engineer for a contract role."
98,AWS Cloud Security Architect - Contract,Stelfox,Updated 09/05/2022,https://www.irishjobs.ie/Jobs/AWS-Cloud-Security-Architect-Contract-8783258.aspx,"Strong capabilities in scripting (Python, AWS CLI, Bash) AWS Cloud Architect - Contract Role - Daily Rates - Dublin - Excellent Opportunity Job Qualifications SecOps IAM experience including management of - AWS Cloud Architect - Contract Role - Daily Rates - Dublin - Excellent Opportunity - Job Qualifications - SecOps"
99,QA Test Engineer,Reperio Human Capital Ltd,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/QA-Test-Engineer-8781195.aspx,Experience in programming languages such as Python / Java / C# Quality Assurance Test Automation Selenium Cypress Java C# Python Role: QA Test Engineer Type: Contract The Company: My client are an exciting and well established company. They are committed to hiring the best - Role: QA Test Engineer - Type: Contract - My client are an exciting and well established company.
100,DevOps Engineer - Remote,FRS Recruitment,Updated 04/05/2022,https://www.irishjobs.ie/Jobs/DevOps-Engineer-Remote-8780758.aspx,Professional experience with NodeJS and/or Python Python CircleCI Bamboo Javascript NodeJS Jenkins - What YOU will be doing: Develop and Support our Machine Learning Software Infrastructure & Tools Work closely with developers to ensure the * Develop and Support our Machine Learning Software Infrastructure & Tools
101,SEO Executive,Wolfgang Digital,Updated 10/05/2022,https://www.irishjobs.ie/Jobs/SEO-Executive-8772683.aspx,Desired: Knowledge of HTML/CSS/Python/JavaScript and website administration - The SEO Executive is responsible for implementing effective SEO strategies for a broad range of clients in different competitive industries. The ideal
102,Senior Cloud Engineer - Devops,Harvey Nash,Updated 27/04/2022,https://www.irishjobs.ie/Jobs/Senior-Cloud-Engineer-Devops-8777723.aspx,"Hands-on experience with two or more scripting languages – Python, Bash etc. Cloud Devops Linux Python Kubernetes **Remote Working** The Company - Our multinational financial investment client requires a Senior Cloud Engineer for a contract role."
103,Application Security Engineer,Workday,Updated 10/05/2022,https://www.irishjobs.ie/Jobs/Application-Security-Engineer-8784075.aspx,"Practical knowledge of enterprise software development with skills in at least one modern application or system programming language e.g., Java, Scala, Kotlin, Golang, Rust, python. * Experience in scripting languages (Bash, Python, Ruby etc.) Do what you love. Love what you do."
104,Software Engineer - Analytics,Genesys,Updated 09/05/2022,https://www.irishjobs.ie/Jobs/Software-Engineer-Analytics-8783384.aspx,You are an experienced Java developer and maybe you've used Python or similar languages as well but Java is our primary code base. The Genesys Cloud Analytics platform is the foundation on which decisions are made that directly impact our customer's experience as well as their customers' experiences.
105,Data Analytics Manager,Reperio Human Capital Ltd,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/Data-Analytics-Manager-8774247.aspx,"Advanced knowledge of Python Initial 12 month rolling contract - Location: Dublin, Ireland - Rate: Highly Competitive - An urgent and exciting new opportunity has opened up for a Data Manager to join my client, based in Ireland. This is an initial 12 month rolling contract with high possibility to roll over."
106,Blockchain Developers,Brightwater,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/Blockchain-Developers-8780008.aspx,"Good knowledge of at least 2 more programming languages, preferably Java, Node, Python blockchain Software Development crypto Java Python About the Company - My client is a global leading enterprise-friendly blockchain company which aims to connect blockchain to real-world business. About the Position"
107,Microsoft Power Platform Product Lead,The Panel,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/Microsoft-Power-Platform-Product-Lead-8781940.aspx,"Good to have experience in one or more VB, Python or Java. Overview: Our client in Management Services in Dublin delivers services to a group of companies. Their Dublin-based global services operation is to - Our client in Management Services in Dublin delivers services to a group of companies."
108,Software Development Engineer - DevOps in Cloud Orchestration,Workday,Updated 09/05/2022,https://www.irishjobs.ie/Jobs/Software-Development-Engineer-DevOps-in-8783598.aspx,"3+ years experience developing in a modern programming language (Golang, Ruby, Python, Java 8+, or Scala) * 2+ years experience developing in a modern programming language (Golang, Ruby, Python, Java 8+, or Scala) Do what you love. Love what you do. At Workday, we help the world's largest organizations adapt to what's next by bringing finance, HR, and planning"
109,Backend Engineer,Workday,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/Backend-Engineer-8778452.aspx,"Some tasks are better solved with different tools, and thus we use Python for the data science parts of the system. Do what you love. Love what you do. At Workday, we help the world's largest organizations adapt to what's next by bringing finance, HR, and planning"
110,Systems Analyst,Magellan Group,Updated 10/05/2022,https://www.irishjobs.ie/Jobs/Systems-Analyst-8775783.aspx,"Proficiency in one or more general purpose programming languages & frameworks: SQL, Core Java , Python, Scripting (Unix, Javascript). * Experience with object-oriented/object function scripting languages: Python, Java, C++ etc - Magellan is looking to hire a systems analyst to play a critical role in developing new data pipelines and reporting infrastructure."
111,Data Analyst,Reperio Human Capital Ltd,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/Data-Analyst-8780097.aspx,"Python Coming in as a data analyst you will be liaising with - A fantastic opportunity has arisen to join a large energy company based in Dublin. Coming in as a data analyst you will be liaising with senior figures and multiple different stakeholders, develop reports and dashboards and take part in projects with the analytics team."
112,Quantitative Investment Analyst,Brightwater,Updated 04/05/2022,https://www.irishjobs.ie/Jobs/Quantitative-Investment-Analyst-8780625.aspx,"Experience with Python, SQL or VBA - VBA Python SQL Financial Modelling - About the Company - A leading Reinsurance company Is now seeking a Quantitative Investment Analyst to join their Strategic Investments team. About the Position - The role reports directly to the Director of Investments and Quantitative Modeling."
113,Senior Cloud Platform Engineer - 6 figure package,IT Search,Updated 26/04/2022,https://www.irishjobs.ie/Jobs/Senior-Cloud-Platform-Engineer-6-8776357.aspx,"Experience with modern cloud languages (e.g. Golang, Python) Senior Cloud Platform Engineer – Dublin City Centre/Remote Top tech company offering 6 figure package and hybrid remote work to build a new SaaS - Senior Cloud Platform Engineer – Dublin City Centre/Remote - Top tech company offering 6 figure package and hybrid remote work to build a new SaaS platform."
114,System Developer & Tech Support,Excel Recruitment,Updated 04/05/2022,https://www.irishjobs.ie/Jobs/System-Developer-Tech-Support-8780372.aspx,"Experience in back-end development on Python 3/3.5+ (aiohttp). My client, based in Naas is a specialist in fleet management solutions: Vehicle Tracking, Vehicle CCTV & Tachograph Analysis."
115,Release Engineer- Improving automation and CI/CD,E-Frontiers Ltd,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Release-Engineer-Improving-automation-and-8772769.aspx,"Able to write scripts in Python, Bash or Shell - Release Engineer CI/CD Python Ansible Linux - Do you work in the software release area with a keen interest in Automation and CI/CD ? We are looking for a Release Engineer who is looking to make"
116,Investment Support Analyst – Fund Manager,Kenmar Recruitment Partners,Updated 09/05/2022,https://www.irishjobs.ie/Jobs/Investment-Support-Analyst-Fund-Manager-8783099.aspx,"Basic knowledge of Python and/or SQL Database is a plus. This is a fantastic opportunity to join a successful UCITS, fund of funds and single strategy fund management company that has been experiencing fantastic AUM growth over the last number of years. This Investment team is responsible for New Product launches, due diligence and trades."
117,Junior Data Engineer - Remote working,Archer Recruitment,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/Junior-Data-Engineer-Remote-working-8779557.aspx,"The ideal individual with have strong knowledge in Python programming, AWS technologies, Spark, Kafka, Kubernetes, hive, glue etc. * Data Pipeline development/ Datawarehouse/ Data Visualization/ AWS / Python / SQL * SQL and Python"
118,Senior Infrastructure Automation Engineer,State Street,Updated 10/05/2022,https://www.irishjobs.ie/Jobs/Senior-Infrastructure-Automation-Engineer-8784074.aspx,"Develop in coding languages such as Python or/and YAML - As a Senior InfrastructureAutomation Engineer within the global Platform Engineering Team, your main responsibility will be the delivery and transformation of State Street's infrastructure towards a platform administered by codebases."
119,Infrastructure Automation Engineer,State Street,Updated 10/05/2022,https://www.irishjobs.ie/Jobs/Infrastructure-Automation-Engineer-8784072.aspx,"Develop in coding languages such as Python or/and YAML - As an Infrastructure Automation Engineer within the global Platform Engineering Team, your main responsibility will be the delivery and transformation of State Street's infrastructure towards a software designed platform, administered by codebases."
120,Principal Software Engineer,Stelfox,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/Principal-Software-Engineer-8779501.aspx,8+ years of experience creating scalable object-oriented RESTful web services and applications in a modern programming language - they use Python but would consider strong engineers with other backgrounds.
121,Software Engineer - Data team,Azon,Updated 28/04/2022,https://www.irishjobs.ie/Jobs/Software-Engineer-Data-team-8777978.aspx,"They are open to candidates that come from a Java, Python, Go or Kotlin background. * Relevant work experience building applications in Java, Golang, Python, or Kotlin - Java Python go"
122,Senior and Lead Software Engineers,Webrecruit Ireland,Updated 04/05/2022,https://www.irishjobs.ie/Jobs/Senior-and-Lead-Software-Engineers-8780560.aspx,"Experience in any off C , C, JAVA, Python, R or Delphi - Dungloe, Co. Donegal - Our client is seeking Senior and Lead C# Software Engineers who want the unique opportunity to work at the cutting edge of medical device research and development. These full-time, permanent positions will be based at their site in Dungloe, Co. Donegal."
123,Junior Data Engineer,IT Search,Updated 28/04/2022,https://www.irishjobs.ie/Jobs/Junior-Data-Engineer-8770091.aspx,"Experience with open source languages such as Python/Spark/Scala/R python sql linux ETL - This role can be fulfilled remotely from anywhere in Ireland, with once a month meeting onsite in Cork. Responsibilities * Collaborating with product and analytics engineers on the build-out of new data pipelines"
124,SQL Developer Contract Dublin,Spring,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/SQL-Developer-Contract-Dublin-8773290.aspx,"Powershell, Python or other (Windows and/or Unix) scripting experience. sql tsql Python My client a leading global firm is in urgent need of a talented and experienced SQL Developer to join them - My client a leading global firm is in urgent need of a talented and experienced SQL Developer to join them on a contract basis for 6-18 months."
125,Software Engineer - Infrastructure & Automation (Mid / Senior),Genesys,Updated 08/05/2022,https://www.irishjobs.ie/Jobs/Software-Engineer-Infrastructure-Automation-Mid-8782815.aspx,"You will need to have a solid understanding of Java or Python and REST API solutions and architecture. * Languages: Java, Python, Groovy * Minimum of 2+ years of Java or Python experience * Firm understanding of backend development, including Python/ Java, REST API and NoSQL solutions."
126,Senior DevOps - fully-remote in Ireland,Archer Recruitment,Updated 27/04/2022,https://www.irishjobs.ie/Jobs/Senior-DevOps-fully-remote-in-8769959.aspx,"devops automation terraform aws python scripting remote * Progress to lead * Exciting tech stack * Multi-cloud environment - An opportunity to join a global, leading AI organisation as a Senior DevOps Engineer. You’ll join a relatively new team in a crucial role for the team."
127,AI Algorithms Engineer,Intel,Updated 09/05/2022,https://www.irishjobs.ie/Jobs/AI-Algorithms-Engineer-8775576.aspx,"Minimal Qualifications- BS/MS in Computer Science or a similar field- At least 3-4 years of experience in programming- Excellent C++ programming skills- Strong production software engineering background, experience with CI, code reviews, paired programming, unit and integration testing- Proven track of experience in contributing in large-scale, ..."
128,Data Engineer Manager,AON Ireland,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/Data-Engineer-Manager-8772733.aspx,"Programming experience with Scala, SPARKSQL and Python. (min 3 years) Data Engineering Manager About Aon Aon plc (NYSE:AON) is a leading global professional services firm providing a broad range of risk, retirement and - Data Engineering Manager - About Aon"
129,Fullstack Software Engineer,Oomnitza,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Fullstack-Software-Engineer-8773379.aspx,"Coding ability with backend languages, particularly Python. Software Engineering Programming Javascript python Oomnitza offers enterprise IT a unique solution to manage the entirety of the digital estate. Unlike our competitors, who deliver siloed solutions,"
130,Mid-Level Test Automation,Reperio Human Capital Ltd,Updated 04/05/2022,https://www.irishjobs.ie/Jobs/Mid-Level-Test-Automation-8772705.aspx,Experience in programming languages such as Python and Java - Role: QA Test Automation Engineer Type: Contract The Company: My client are an exciting and well established company. They are committed to hiring the - Role: QA Test Automation Engineer - Type: Contract - My client are an exciting and well established company.
131,Senior Full Stack Developer - Hybrid,Solas IT  Recruitment,Updated 26/04/2022,https://www.irishjobs.ie/Jobs/Senior-Full-Stack-Developer-Hybrid-8769514.aspx,"Python experience. My client is seeking an experienced Full Stack Engineer to work on the next generation of SaaS enterprise software. You will work on Greenfield Projects. Apply today for more information - The Role * Write reusable, testable, and efficient code. * Understand requirements and stakeholder expectations * Create design docs and technical specifications"
132,STEM Teacher Internship,Xilinx part of AMD,Updated 07/05/2022,https://www.irishjobs.ie/Jobs/STEM-Teacher-Internship-8778856.aspx,"An introduction to basic computer programming, using Python or another suitable language - What you do at AMD changes everything At AMD, we push the boundaries of what is possible. We believe in changing the world for the better by driving - What you do at AMD changes everything - At AMD, we push the boundaries of what is possible."
133,Data Analyst,Bausch + Lomb Ireland,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/Data-Analyst-8782529.aspx,"Ability to develop Python code to run on Raspberry Pi OS for various applications throughout the plant * NET/C#/Python proficient - Bausch + Lomb, a leading global eye health business of Bausch Health Companies Inc., is solely focused on making people see better to live better. The"
134,QA Test Automation Engineer,Reperio Human Capital Ltd,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/QA-Test-Automation-Engineer-8779624.aspx,Experience in programming languages such as Python and Java - QA Automation Test Automation Selenium Cypress Python Java - Role: QA Test Automation Engineer Type: Contract The Company: My client are an exciting and well established company. They are committed to hiring the - Role: QA Test Automation Engineer - Type: Contract
135,Senior Cybersecurity Engineer - Vulnerability Management,Workday,Updated 07/05/2022,https://www.irishjobs.ie/Jobs/Senior-Cybersecurity-Engineer-Vulnerability-Management-8776776.aspx,"Experience working with Splunk and python scripting to use APIs for automation, working with automation platforms such as Jenkins. Do what you love. Love what you do. At Workday, we help the world's largest organizations adapt to what's next by bringing finance, HR, and planning"
136,Application Security Engineer - OWASP,Archer Recruitment,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/Application-Security-Engineer-OWASP-8782002.aspx,OWASP security python programming cybersecurity iso27001 * Software engineer progression * Hybrid role * Global re-insurance organisation - This client is seeking an experienced software developer looking to transition into the world of Cyber Security.
137,AI Embedded SW Development Engineer,Intel,Updated 09/05/2022,https://www.irishjobs.ie/Jobs/AI-Embedded-SW-Development-Engineer-8783070.aspx,"Familiar with object oriented programming languages and concepts, ideally C/C++ and scripting languages (python, tcl) Job Description Intel VPU IP group provides state of the art hardware and software technology enabling intelligent cameras, edge servers, personal - Job Description"
138,Senior Software Developer,Harvey Nash,Updated 29/04/2022,https://www.irishjobs.ie/Jobs/Senior-Software-Developer-8772062.aspx,"Experience in at least one of the following: Node.js, PHP, Java, Python, Modern Perl, etc. Senior Software Engineer My client is looking for a motivated Senior Software Engineer to join the engineering team in Ireland. The goal of the team - Senior Software Engineer"
139,Network Automation Engineer,Workday,Updated 07/05/2022,https://www.irishjobs.ie/Jobs/Network-Automation-Engineer-8782736.aspx,"Use your Python skills to solve sophisticated network problems. * Are an improving python developer and wish to level-up your skills and experience through code-review and mentoring. Do what you love. Love what you do. At Workday, we help the world's largest organizations adapt to what's next by bringing finance, HR, and planning"
140,Senior Back-End Engineers - Hybrid working,Stelfox,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Senior-Back-End-Engineers-Hybrid-8781072.aspx,"Expert knowledge of Python or Java programming, Frameworks, RESTful web services, Distributed Architecture/ Systems, Test Driven Development and Agile methodologies - Also open to Java Developers interested in working with Python"
141,Software Engineer,Recruiters – Looking For You,Updated 28/04/2022,https://www.irishjobs.ie/Jobs/Software-Engineer-8770284.aspx,"The ideal candidate should have the ability and experience working on Python-based web crawling systems, be comfortable communicating with our internal stakeholders to solve customer issues. * Implement features and support Job Ingestion (Python, Scrapy, Xpaths). * 1+ years of professional experience with the Python, Java programming language."
142,Senior Site Reliability Engineer - Service Engineering,Workday,Updated 09/05/2022,https://www.irishjobs.ie/Jobs/Senior-Site-Reliability-Engineer-Service-8783601.aspx,"This role requires a good understanding of Linux systems in a Production Environment as you will be part of a team that writes and maintains scripts (bash, ruby, python) that support public and private cloud environments. Do what you love. Love what you do."
143,DevOps (CI/CD) Engineer,Intel,Updated 10/05/2022,https://www.irishjobs.ie/Jobs/DevOps-CI-CD-Engineer-8779369.aspx,"Experience with one or more scripting languages, Python preferred - Job Description We are seeking a motivated and experienced DevOps Engineer. The successful candidate will work within a global IP DevOps team develop - Job Description - We are seeking a motivated and experienced DevOps Engineer."
144,Data Engineer - Contract,REALTIME recruitment,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Data-Engineer-Contract-8781348.aspx,"Strong experience with SQL & Python A leading Financial Services company in Ireland is on the lookout for an experienced Data Engineer with strong Oracle Database knowledge. In this - In this role, you will assist the Data Engineering team on their migration from legacy systems to the MS Azure cloud."
145,Associate Software Engineer,Genesys,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/Associate-Software-Engineer-8782387.aspx,"You will have experience working with technologies like Java, Python and Amazon Web Services. * You are an eager programmer and know how to write quality code in Java and/or Python or Scala. * Programming skills in Java and/or Python/Scala."
146,Risk Analyst,Interactive Brokers Ireland Limited,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Risk-Analyst-8781729.aspx,Knowledge of Python/R is a plus - financial risk Python credit risk liquidity market risk capital risk risk consulting - Financial Risk Analyst The Financial Risk Analyst will be responsible for assisting in building out the Global Enterprise Risk Function and oversight - Financial Risk Analyst
147,Senior Software Engineer,Solas IT  Recruitment,Updated 28/04/2022,https://www.irishjobs.ie/Jobs/Senior-Software-Engineer-8778361.aspx,"5+ years’ Python Development experience in a senior software development role. ""Python"" ""AWS"" ""KPIs"" Due to my client’s huge success, they are continuing expansion, they are now recruiting for a talented Senior Software Engineer. You will be reporting to the VP of Engineering."
148,Technical Support Engineer,Morgan McKinley,Updated 10/05/2022,https://www.irishjobs.ie/Jobs/Technical-Support-Engineer-8783729.aspx,"Working knowledge of java, python, SQL (Postgres), MongoDB desirable but not essential. The purpose of these roles is to - We are currently seeking x2 full-time Technical Support Engineers based out of Cork."
149,Software Development & Applications Support,Kenny Whelan,Updated 08/05/2022,https://www.irishjobs.ie/Jobs/Software-Development-Applications-Support-8777384.aspx,"Understanding of C#, Python, PHP would be beneficial. Software Support .Net Programming Python C# Software Development & IT Support Engineer (Full-Time position with a hybrid working model) The successful candidate will join the Engineering - Software Development & IT Support Engineer (Full-Time position with a hybrid working model)"
150,Data Analyst - 12 month Contract,Morgan McKinley,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/Data-Analyst-12-month-Contract-8780055.aspx,Experience with R / Python would be an advantage. Data Analytics (Contract) Great opportunity for an experienced Data Analyst to join a global organisation based in Cork. This is a remote opportunity - Data Analytics (Contract) Great opportunity for an experienced Data Analyst to join a global organisation based in Cork.
151,QA Test Engineer,Stelfox,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/QA-Test-Engineer-8782295.aspx,"Experience with a software programming language, Python would be a distinct advantage - QA Engineer My client is looking for a Quality Control Engineer with experience in ensuring quality throughout the software development lifecycle to - QA Engineer"
152,Data Scientist,LeasePlan Insurance,Updated 08/05/2022,https://www.irishjobs.ie/Jobs/Data-Scientist-8777712.aspx,"Experience working with AWS, SQL, R and Python is highly desirable. Analytics and Business Change Department - Location: Leopardstown, Dublin 18 - The Company - Euro Insurances DAC trading as LeasePlan Insurance is a wholly owned subsidiary of LeasePlan Corporation N.V., a fleet management company that manages 1.9 million vehicles in 32 countries."
153,Data Scientist (Deep Learning),IT Search,Updated 04/05/2022,https://www.irishjobs.ie/Jobs/Data-Scientist-Deep-Learning-8780526.aspx,Experience using Python and Deep Learning - Data Scientist ML Python Opportunity for Data Scientist (Deep Learning) to join expanding Data Analytics team for a well-known multinational. The office is Dublin city centre
154,RPA Developer,Glanbia,Updated 02/05/2022,https://www.irishjobs.ie/Jobs/RPA-Developer-8779484.aspx,"• Scripting knowledge or experience (VB, Python, PowerShell etc). Company description: Glanbia is a global nutrition company, grounded in science and nature and dedicated to providing better nutrition for every step - Glanbia is a global nutrition company, grounded in science and nature and dedicated to providing better nutrition for every step of life’s journey."
155,Electronic Engineers & Electronic Technicians,Western Automation,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/Electronic-Engineers-Electronic-Technicians-8779751.aspx,"Knowledge of C, C++, Python or similar Programming Language - About Western Automation : Western Automation Research & Development Limited (WA) based in Ballinasloe, Co. Galway, is acknowledged as a world"
156,Lead BI Developer (Tableau),Archer Recruitment,Updated 28/04/2022,https://www.irishjobs.ie/Jobs/Lead-BI-Developer-Tableau-8777936.aspx,"You will also have the opportunity to learn new technologies, broadening your technical skill set (for example with Python, PowerBI, data analytics). Lead Business Intelligence Developer (Lead BI Developer) role within a dedicated BI & Data Analytics function in a high growth technology product company in Dublin."
